model_name,train_rmse,train_mae,train_r2,test_rmse,test_mae,test_r2,overfitting_gap,training_time
Linear Regression,100.56416128035049,80.88445797354225,0.4941089755110447,100.81558922436417,81.13930304591173,0.4901667774903449,0.003942198020699839,0.07653188705444336
Random Forest,4.240689093386446,3.2198302856889898,0.9991004125893607,8.898722610797996,6.9060179605165475,0.996027827638778,0.003072584950582713,37.46804189682007
XGBoost,7.6311479968726275,6.0641632096157085,0.9970869344652953,9.247679210078568,7.330196468603896,0.995710188005481,0.0013767464598143375,1.5735628604888916
